Gene Symbol,Report Type,Report PMID,Primary Disorder(s),Associated Disorder(s)
UBAP2L,Support,28135719,"DD, ID",
UBAP2L,Support,33057194,"DD, ID",
UBAP2L,Recent Recommendation,35977029,"DD, ID","ASD, ADHD, epilepsy/seizures, stereotypy"
UBE2H,Primary,14639049,ASD,
UBE2H,Positive Association,28540026,ASD,
UBE3A,Primary,11543639,ASD,
UBE3A,Recent Recommendation,16575182,,
UBE3A,Recent Recommendation,16754645,,
UBE3A,Recent Recommendation,18846633,,
UBE3A,Support,19404257,ASD,
UBE3A,Recent Recommendation,19430469,,
UBE3A,Support,21624971,ASD,
UBE3A,Support,22558107,Non-syndromic ASD,
UBE3A,Recent Recommendation,23424281,,
UBE3A,Recent Recommendation,23439649,,
UBE3A,Recent Recommendation,23671107,,
UBE3A,Support,23708187,Epilepsy,"ID, ASD, DD"
UBE3A,Support,25363768,ASD,
UBE3A,Support,25621899,ASD,
UBE3A,Recent Recommendation,25867122,,
UBE3A,Support,25884337,"DD, learning disabilities","Neuropsychiatric phenotypes (anxiety, depression)"
UBE3A,Recent Recommendation,26166566,,
UBE3A,Recent Recommendation,26255772,,
UBE3A,Recent Recommendation,27232889,,
UBE3A,Support,27620904,Angelman syndrome,ID
UBE3A,Support,27848944,Angelman syndrome,"DD, epilepsy/seizures"
UBE3A,Support,27864847,Epilepsy/seizures,Angelman syndrome
UBE3A,Support,28559284,,
UBE3A,Support,28940097,"ID, microcephaly, epilepsy/seizures",
UBE3A,Support,29286531,"DD, ID, epilepsy/seizures",ADHD
UBE3A,Support,31031587,ASD,ID
UBE3A,Support,32722525,ASD,"Developmental regression, ID, epilepsy/seizures"
UBE3A,Support,32889787,"DD, ID",Epilepsy/seizures
UBE3A,Support,33432195,ASD,
UBE3A,Support,33739554,"DD, ID",Epilepsy/seizures
UBE3A,Support,34324503,DD,
UBE3A,Support,34475199,Angelman syndrome,
UBE3A,Support,34580403,"DD, ID",
UBE3A,Support,34800434,ASD,"DD, ID, epilepsy/seizures"
UBE3A,Recent Recommendation,34815418,"DD, ID, epilepsy/seizures","ASD, ADHD"
UBE3A,Support,35183220,ID,
UBE3A,Support,35225435,"DD, ID",
UBE3A,Support,35571021,Epilepsy/seizures,DD
UBE3A,Support,36594817,Angelman syndrome,
UBE3A,Support,37389991,ASD,
UBE3A,Support,37543562,ASD,"DD, ID, epilepsy/seizures"
UBE3A,Support,37645600,"ID, epilepsy/seizures",
UBE3A,Support,37708280,"ASD, Angelman syndrome",
UBE3A,Support,38328757,Epilepsy/seizures,ID
UBE3A,Highly Cited,8988171,,
UBE3B,Primary,22511880,ASD,
UBE3B,Recent Recommendation,23200864,ID,
UBE3B,Recent Recommendation,23687348,Kaufman oculocerebrofacial syndrome,"DD, ID, Epilepsy/seizures"
UBE3B,Support,23999528,ASD,
UBE3B,Support,24615390,Kaufman oculocerebrofacial syndrome,
UBE3B,Support,29635114,SCZ,
UBE3B,Support,31674007,ASD,Macrocephaly
UBE3B,Support,32949109,Kaufman oculocerebrofacial syndrome,Autistic features
UBE3B,Support,35982159,ASD,
UBE3B,Support,37460657,ID,
UBE3B,Support,38177409,ID,
UBE3C,Primary,22495309,ASD,
UBE3C,Support,23160955,ASD,
UBE3C,Recent Recommendation,26401017,ASD,
UBE3C,Support,27525107,ASD,
UBE3C,Recent Recommendation,36401616,"DD, ID","Autistic behavior, epilepsy/seizures, stereotypy"
UBE3C,Support,37506195,ASD,
UBL7,Primary,22016809,ASD,ID
UBN2,Support,25363760,ASD,
UBN2,Primary,25363768,ASD,
UBN2,Recent Recommendation,28263302,ASD,
UBN2,Support,31674007,ASD,Macrocephaly
UBN2,Support,35982159,ASD,
UBR1,Primary,31981491,ASD,
UBR1,Support,37506195,ASD,
UBR1,Support,37805537,ASD,"DD, ID"
UBR5,Primary,23029623,Epilepsy,
UBR5,Support,25363760,ASD,
UBR5,Support,25533962,Unknown diagnosis,
UBR5,Support,25961944,ASD,
UBR5,Recent Recommendation,26401017,ASD,
UBR5,Support,28714951,ASD,
UBR5,Support,31398340,ASD,
UBR5,Support,34622207,"ASD, DD, ID, epilepsy/seizures",
UBR5,Support,35205252,ASD,
UBR5,Support,35982159,ASD,
UBR5,Support,37393044,ASD,
UBR7,Primary,21937992,ASD,
UBR7,Support,35205252,ASD,
UBR7,Support,35982159,ASD,
UCN3,Primary,27428651,,
UIMC1,Primary,25363768,ASD,
UIMC1,Support,28135719,Developmental disorders,
UIMC1,Support,28263302,ASD,
UIMC1,Recent Recommendation,31398340,ASD,
UIMC1,Recent Recommendation,33004838,"ASD, DD",
UIMC1,Support,35982159,ASD,
UNC13A,Support,23352160,ASD,
UNC13A,Support,25363760,ASD,
UNC13A,Primary,28192369,"ASD, ADHD, DD, dyskinetic movement disorder",
UNC13A,Support,28771251,"DD, epilepsy/seizures, microcephaly",
UNC13A,Support,28867142,ASD,
UNC13A,Support,31130284,DD,
UNC13A,Recent Recommendation,32778826,ASD,
UNC13A,Support,33432195,ASD,
UNC13A,Support,35982159,ASD,
UNC13A,Support,37543562,ASD,"DD, ID"
UNC5D,Support,23830515,ASD,
UNC5D,Support,23879678,ASD,
UNC5D,Primary,32820185,ASD,
UNC5D,Support,35982159,ASD,
UNC5D,Support,37506195,ASD,
UNC79,Primary,25363768,ASD,
UNC79,Recent Recommendation,28867142,ASD,
UNC79,Support,30923172,ID,Behavioral abnormalities
UNC79,Support,31133750,ASD,
UNC79,Support,31398340,ASD,
UNC79,Recent Recommendation,33689683,ASD,
UNC79,Support,35982159,ASD,
UNC79,Recent Recommendation,37183800,"DD, ID","ADHD, epilepsy/seizures, autistic features, stereo"
UNC79,Support,37543562,ASD,"DD, ID"
UNC80,Primary,25363768,ASD,
UNC80,Support,25533962,NDD,
UNC80,Recent Recommendation,28191889,DD,ASD
UNC80,Support,28708303,ID,"Hypotonia, dystonia"
UNC80,Support,30564305,ASD,
UNC80,Support,34800434,ASD,Epilepsy/seizures
UNC80,Support,35205252,ASD,
UNC80,Support,35901164,SCZ,
UNC80,Support,35982159,ASD,
UNC80,Support,37393044,ASD,
UNC80,Support,37524782,DD,
UNC80,Support,37541188,Epilepsy/seizures,
UPB1,Primary,23275889,ASD,
UPB1,Support,31398340,ASD,
UPB1,Support,35982159,ASD,
UPB1,Support,38438125,DD,
UPF2,Primary,23376982,"ID, DD",ASD
UPF2,Support,25533962,Unknown diagnosis,
UPF2,Recent Recommendation,26731442,,
UPF2,Support,27841880,"DD, ADHD",
UPF2,Support,30504930,ASD,
UPF2,Support,31038196,ASD,
UPF2,Recent Recommendation,31585809,Speech and language disorders,ASD
UPF2,Support,31636381,,
UPF2,Support,32345733,DD,
UPF2,Support,35982159,ASD,
UPF3B,Primary,17704778,X-linked syndromic mental retardation-14 (MRXS14),Autistic features
UPF3B,Recent Recommendation,19238151,X-linked syndromic mental retardation-14 (MRXS14),"ID, ASD"
UPF3B,Recent Recommendation,20479756,"ASD, ADHD",SCZ
UPF3B,Support,21862950,SCZ,
UPF3B,Recent Recommendation,22609145,"DD, ID",ASD or autistic features
UPF3B,Support,22957832,ID,
UPF3B,Recent Recommendation,23821644,,
UPF3B,Support,25363768,ASD,
UPF3B,Recent Recommendation,26012578,,
UPF3B,Support,26544041,"DD, ID, epilepsy/seizures",
UPF3B,Support,28263302,ASD,
UPF3B,Support,28708303,ID,"Macrocephaly, hypotonia, absent speech"
UPF3B,Support,31737052,ID,ASD
UPF3B,Support,31906484,ID,
UPF3B,Support,32667670,"ASD, DD",
UPF3B,Support,33004838,"ASD, DD",
UPF3B,Support,34356170,"ASD, ID",DD
UPF3B,Support,38318947,"DD, ID","Autistic features, stereotypy, epilepsy/seizures"
USH2A,Primary,22495311,ASD,
USH2A,Support,25363768,ASD,
USH2A,Recent Recommendation,28714951,ASD,
USH2A,Support,31031587,ASD,
USH2A,Support,31209396,ASD,
USH2A,Support,31398340,ASD,
USH2A,Support,34800434,ASD,"DD, ID"
USH2A,Support,35982159,ASD,
USH2A,Support,37492102,ASD,
USH2A,Support,37506195,ASD,
USP15,Primary,22495309,ASD,
USP15,Recent Recommendation,28344757,ASD,
USP15,Support,28867142,ASD,
USP15,Support,37007974,ASD,
USP27X,Support,25644381,ID,
USP27X,Support,31981491,ASD,
USP27X,Support,35741772,ASD,
USP27X,Support,35982159,ASD,
USP27X,Support,37393044,ASD,
USP27X,Primary,38182161,"DD, ID","ASD, ADHD"
USP30,Primary,25363768,ASD,
USP30,Support,31398340,ASD,
USP30,Recent Recommendation,35294868,ASD,
USP45,Support,25363768,ASD,
USP45,Primary,26402605,ASD,
USP45,Support,31398340,ASD,
USP45,Support,35051175,ASD,
USP45,Support,35982159,ASD,
USP45,Support,37506195,ASD,
USP7,Support,25363760,ASD,
USP7,Support,25363768,ASD,
USP7,Primary,26365382,"ASD, DD, ID",Epilepsy/seizures
USP7,Recent Recommendation,26401017,ASD,
USP7,Support,27479843,ID,
USP7,Support,28333917,Psychomotor retardation,
USP7,Recent Recommendation,30679821,"DD, ID, speech delay","ASD, ADHD, epilepsy/seizures"
USP7,Support,34615535,ASD,
USP7,Support,35800757,ASD,
USP7,Support,35982159,ASD,
USP7,Support,36466803,DD,Autistic behavior
USP7,Support,37393044,ASD,
USP7,Support,37849578,"Hao-Fountain Syndrome, ADHD, DD, ID",
USP7,Support,38221796,Hao-Fountain syndrome,ASD
USP7,Support,38229971,"Hao-Fountain syndrome, DD",Autistic features
USP9X,Primary,24607389,X-linked mental retardation-99 (MRX99),ASD
USP9X,Support,24690944,Female-restricted X-linked syndromic mental retard,
USP9X,Support,25763846,Epilepsy/seizures,
USP9X,Support,26833328,Female-restricted X-linked syndromic mental retard,
USP9X,Recent Recommendation,31443933,X-linked mental retardation-99 (MRX99),ASD
USP9X,Support,31666975,Female-restricted X-linked syndromic mental retard,
USP9X,Recent Recommendation,31813652,,
USP9X,Support,32277047,ID,Marfanoid habitus
USP9X,Support,33004838,"ASD, DD",
USP9X,Support,33023636,ASD,
USP9X,Support,33298948,Female-restricted X-linked syndromic mental retard,"Epilepsy/seizures, poor eye contact"
USP9X,Support,35741772,ASD,
USP9X,Support,35873028,ID,
USP9X,Support,35982159,ASD,
USP9X,Support,36980980,"DD, ID",Autistic features
USP9X,Support,38256266,ASD,Learning disability
USP9X,Support,38438125,DD,
USP9Y,Primary,19404256,ASD,
USP9Y,Support,28392909,Childhood disintegrative disorder,
UTRN,Primary,25549968,ASD,
UTRN,Support,31398340,ASD,
UTRN,Support,31452935,ASD,
UTRN,Support,35205252,ASD,
UTRN,Support,35982159,ASD,
UTRN,Support,37492102,ASD,
UTRN,Support,37506195,ASD,
VAMP2,Support,25363760,ASD,
VAMP2,Primary,30929742,"DD, ID, hypotonia","ASD or autistic features, epilepsy/seizures"
VAMP2,Support,32336483,Neurodevelopmental disorder with hypotonia andauti,"ID, epilepsy/seizures"
VAMP2,Support,37541188,DD,
VASH1,Recent Recommendation,19179360,,
VASH1,Recent Recommendation,19204325,,
VASH1,Primary,19404256,ASD,
VASH1,Positive Association,22935194,ASD,
VCP,Support,25418537,ASD,
VCP,Support,33437936,ASD,
VCP,Support,36368308,ASD,
VCP,Primary,37883978,"DD, ID","ASD or autistic features, ADHD, epilepsy/seizures,"
VDR,Primary,26073892,ASD,
VDR,Positive Association,27155524,ASD,
VDR,Positive Association,28738753,ASD,
VDR,Positive Association,28891930,ASD,
VDR,Positive Association,29581796,ASD,
VDR,Support,29777458,ASD,
VDR,Negative Association,30466214,ASD,
VDR,Positive association,31589956,ASD,
VDR,Positive association,31900887,ASD,
VDR,Positive association,32083397,ASD,
VEZF1,Primary,25363760,ASD,
VEZF1,Recent recommendation,31981491,ASD,
VEZF1,Support,33004838,DD,
VIL1,Primary,25363760,ASD,
VIL1,Support,31398340,ASD,
VIL1,Support,31674007,ASD,Macrocephaly
VIL1,Support,37506195,ASD,
VIP,Primary,17521630,,
VIP,Support,18316078,,
VIP,Support,18423945,,
VIP,Support,18616823,,
VIP,Recent Recommendation,23849776,ASD,
VIP,Support,25533962,Unknown diagnosis,
VIP,Support,35982159,ASD,
VLDLR,Primary,15820235,ASD,
VLDLR,Support,23110844,,
VLDLR,Support,27184477,,
VLDLR,Support,35322241,ID,
VLDLR,Support,35668055,ASD,
VLDLR,Support,35982159,ASD,
VPS13B,Primary,12730828,Cohen syndrome,ASD
VPS13B,Support,22542183,ASD,
VPS13B,Support,23033978,ID,"Epilepsy, ASD"
VPS13B,Support,23275889,ASD,
VPS13B,Recent Recommendation,23352163,ASD,
VPS13B,Support,24066114,ASD,"ID, epilepsy"
VPS13B,Support,24410847,ASD,
VPS13B,Recent Recommendation,25492866,,
VPS13B,Support,25502226,ASD,
VPS13B,Support,25533962,Microcephaly,DD
VPS13B,Support,26104215,Cohen syndrome,"DD, ID, autistic features"
VPS13B,Support,26539891,ID,Microcephaly
VPS13B,Recent Recommendation,26938441,,
VPS13B,Support,27435318,"DD, ID",
VPS13B,Support,27457812,"ID, ADHD",
VPS13B,Support,27667684,ASD,
VPS13B,Support,28831199,ASD,
VPS13B,Support,29271092,ASD,
VPS13B,Support,31130284,"DD, ID",ASD
VPS13B,Support,31398340,ASD,
VPS13B,Support,34580403,"DD, ID",
VPS13B,Support,35183220,ID,
VPS13B,Support,35690661,Cohen syndrome,ASD
VPS13B,Support,35887114,"DD, ID",
VPS13B,Support,35982159,ASD,
VPS13B,Positive Association,36153334,ASD subphenotype (ADOS-3 Stereotyped Behaviors and,
VPS13B,Support,37393044,ASD,
VPS13B,Support,37506195,ASD,
VPS13B,Support,37541188,DD,
VPS54,Support,25363760,ASD,
VPS54,Support,31981491,ASD,
VPS54,Primary,37506195,ASD,
VRK3,Primary,28899869,,
VRK3,Support,34582790,"DD, epilepsy/seizures",
VSIG4,Primary,23352160,ASD,
VSIG4,Support,25363768,ASD,
VSIG4,Support,37506195,ASD,
VWA7,Primary,32778826,ASD,
VWA7,Support,35982159,ASD,
VWA7,Support,37506195,ASD,
WAC,Support,21522184,DeSanto-Shinawi syndrome,
WAC,Support,22258158,DeSanto-Shinawi syndrome,
WAC,Support,25356899,ID,
WAC,Primary,25363768,ASD,
WAC,Support,25533962,Unknown diagnosis,
WAC,Recent Recommendation,26264232,DD,"Hypotonia, behavioral problems"
WAC,Support,26325558,ASD,
WAC,Recent Recommendation,26401017,ASD,
WAC,Support,26402605,ASD,
WAC,Recent Recommendation,26757981,ID,ASD
WAC,Support,27824329,ASD,
WAC,Support,27841880,Dysmorphic features,
WAC,Support,28191889,DD,
WAC,Support,28263302,ASD,
WAC,Support,29158550,ID,"Behavioral anomalies, hypotonia"
WAC,Support,29663678,DeSanto-Shinawi syndrome,
WAC,Support,29928181,DeSanto-Shinawi syndrome,
WAC,Support,30564305,ASD,
WAC,Support,31981491,ASD,
WAC,Support,33004838,"ASD, DD",
WAC,Support,33619735,"DD, ID",
WAC,Support,35018708,"DD, ID",ASD
WAC,Support,35183220,"ASD, ID",
WAC,Support,35205252,ASD,
WAC,Support,35266333,"Desanto-Shinawi syndrome, DD","Autistic features, stereotypy"
WAC,Support,35982159,ASD,
WAC,Support,36475376,"ASD, ADHD, SCZ, BPD, ID, epilepsy/seizures","Depressive disorder, anxiety disorder"
WAC,Support,36980980,"ASD, DD, ID","ADHD, epilepsy/seizures"
WAC,Support,37543562,ASD,"DD, ID"
WAC,Support,38438125,DD,
WASF1,Primary,29961568,"ID, epilepsy/seizures, autistic features",
WASF1,Recent Recommendation,34356165,"ASD, ID, epilepsy/seizures",DD
WASF1,Support,34845217,"DD, ID, epilepsy/seizures",
WASF1,Support,37541188,Epilepsy/seizures,
WDFY3,Primary,22542183,ASD,
WDFY3,Recent Recommendation,25198012,,
WDFY3,Support,25363760,ASD,
WDFY3,Support,25363768,ASD,
WDFY3,Recent Recommendation,26401017,ASD,
WDFY3,Support,26402605,ASD,
WDFY3,Recent Recommendation,27008544,,
WDFY3,Support,27525107,ASD,
WDFY3,Support,27824329,ASD,
WDFY3,Support,27862604,"ASD, ID, ADHD",Chiari I-anomaly
WDFY3,Support,28263302,ASD,
WDFY3,Support,28554332,"ASD, ID",
WDFY3,Support,30054502,,
WDFY3,Support,30564305,ASD,
WDFY3,Support,31031587,ASD,"DD, epilepsy/seizures"
WDFY3,Recent Recommendation,31327001,"DD, ID","ASD, ADHD"
WDFY3,Support,31398340,ASD,
WDFY3,Support,31452935,ASD,
WDFY3,Support,34615535,ASD,
WDFY3,Support,34800434,ASD,Epilepsy/seizures
WDFY3,Support,35733184,,
WDFY3,Recent Recommendation,35982159,ASD,
WDFY3,Support,37280359,ASD,
WDFY3,Support,37393044,ASD,
WDFY4,Primary,25363768,ASD,
WDFY4,Support,27525107,ASD,
WDFY4,Support,28135719,DD,
WDFY4,Support,28263302,ASD,
WDFY4,Recent Recommendation,30559488,,
WDFY4,Support,31398340,ASD,
WDFY4,Support,32530565,"ASD, DD",
WDFY4,Support,35205252,ASD,
WDFY4,Support,35982159,ASD,
WDFY4,Support,37393044,ASD,
WDFY4,Support,37506195,ASD,
WDR26,Support,25363768,ASD,
WDR26,Primary,28686853,"DD, ID, epilepsy/seizures","Autistic behavior, repetitive behaviors"
WDR26,Support,29346770,ASD,
WDR26,Support,30945278,Epilepsy/seizures,"DD, ID"
WDR26,Support,31674007,ASD,Microcephaly
WDR26,Support,33004838,"ASD, DD",
WDR26,Support,35982159,ASD,
WDR26,Support,36980980,"DD, ID, epilepsy/seizures",Autistic features
WDR26,Support,37541188,ID,
WDR26,Support,38041506,"Skraban-Deardorff syndrome, DD",
WDR37,Support,25363768,ASD,
WDR37,Support,31327508,"Neurooculocardiogenitourinary syndrome, DD, ID, ep",
WDR37,Support,31327510,"Neurooculocardiogenitourinary syndrome, DD, epilep",
WDR37,Support,34642815,"Neurooculocardiogenitourinary syndrome, DD, epilep",ASD
WDR37,Support,35982159,ASD,
WDR37,Primary,37805537,ASD,"DD, ID, epilepsy/seizures"
WDR5,Support,29463886,Childhood apraxia of speech,
WDR5,Primary,36408368,"DD, ID, epilepsy/seizures","ASD, ADHD"
WDR5,Support,37393044,ASD,
WDR93,Primary,25558065,ASD,
WDR93,Support,31398340,ASD,
WDR93,Support,37506195,ASD,
WNK3,Highly Cited,16275911,,
WNK3,Support,18498374,ASD,ID
WNK3,Recent Recommendation,18550832,,
WNK3,Recent Recommendation,19932740,,
WNK3,Primary,20479760,ASD,SCZ
WNK3,Recent Recommendation,2302792,,
WNK3,Support,37805537,ASD,ADHD
WNT1,Recent Recommendation,20734317,,
WNT1,Recent Recommendation,22841957,,
WNT1,Primary,24002087,ASD,
WNT1,Support,35982159,ASD,
WNT1,Support,36309498,ASD,Autosomal recessive osteogenesis imperfecta type X
WNT1,Recent Recommendation,37658228,ASD,
WNT2,Primary,11449391,ASD,
WNT2,Negative Association,11840514,ASD,
WNT2,Negative Association,15048648,ASD,
WNT2,Recent Recommendation,16554359,,
WNT2,Recent Recommendation,16621466,,
WNT2,Positive Association,19895723,ASD,
WNT2,Negative Association,21575668,ASD,
WNT2,Positive Association,22522212,ASD,
WNT2,Positive Association,28081867,ASD,"Nonverbal communication deficits (ADI-R), stereoty"
WNT2,Positive Association,34862305,Cortical thickness,
WNT2,Highly Cited,8951051,,
WWOX,Support,19500159,,
WWOX,Support,24369382,Autosomal recessive spinocerebellar ataxia-12,
WWOX,Support,24456803,Early infantile epileptic encephalopathy-28,
WWOX,Support,25411445,Early infantile epileptic encephalopathy-28,
WWOX,Primary,27569545,ASD,
WWOX,Support,27667684,ASD,
WWOX,Support,27848944,Early infantile epileptic encephalopathy-28,"DD, ID, epilepsy/seizures"
WWOX,Support,29286531,Epilepsy/seizures,Hypotonia
WWOX,Support,31398340,ASD,
WWOX,Support,34145886,"DD, epilepsy/seizures",
WWOX,Support,35205252,ASD,
WWOX,Support,35266334,"DD, ID, epilepsy/seizures",
WWOX,Support,35982159,ASD,
WWOX,Support,38256219,"ID, epilepsy/seizures",
WWOX,Support,38374498,Epilepsy/seizures,
WWP1,Support,32459922,,
WWP1,Primary,32699206,ASD,
XIRP1,Highly Cited,16631741,,
XIRP1,Recent Recommendation,19843512,,
XIRP1,Primary,21572417,ASD,
XIRP1,Support,25533962,Unknown diagnosis,
XIRP1,Support,25558065,Microcephaly,
XIRP1,Support,25961944,ASD,
XIRP1,Support,29346770,ASD,
XIRP1,Support,31398340,ASD,
XIRP1,Support,35205252,ASD,
XIRP1,Support,35982159,ASD,
XIRP1,Support,37506195,ASD,
XPC,Highly Cited,10604143,Xeroderma pigmentosum,
XPC,Highly Cited,15882621,,
XPC,Highly Cited,15964983,,
XPC,Highly Cited,16860562,,
XPC,Support,26174448,Epilepsy/seizures,
XPC,Support,31398340,ASD,
XPC,Support,31452935,ASD,
XPC,Support,35982159,ASD,
XPC,Recent Recommendation,7675084,,
XPC,Recent Recommendation,8756644,,
XPC,Recent Recommendation,9372924,,
XPC,Primary,9804340,Xeroderma pigmentosum,ASD
XPO1,Primary,21750575,ASD,
XPO1,Support,24911659,ID,
XPO1,Support,27699255,,
XPO1,Support,28573701,Dysmorphic features,"Motor delay, behavioral problems"
XPO1,Support,28714951,ASD,
XPO1,Support,31452935,ASD,
XPO1,Support,32008040,,
XPO1,Support,35982159,ASD,
XRCC6,Support,28965761,ASD,
XRCC6,Primary,31827253,ASD,
YEATS2,Primary,22843504,ASD,
YEATS2,Support,31398340,ASD,
YEATS2,Support,35982159,ASD,
YEATS2,Support,37506195,ASD,
YTHDC2,Primary,22495309,ASD,
YTHDC2,Support,25363760,ASD,
YTHDC2,Positive Association,26314684,ASD,
YTHDC2,Recent Recommendation,26401017,ASD,
YTHDC2,Support,29346770,ASD,
YTHDC2,Support,35982159,ASD,
YTHDC2,Support,37393044,ASD,
YWHAE,Support,20452996,,
YWHAE,Support,23035971,"ASD, ID",
YWHAE,Primary,23275889,ASD,
YWHAE,Support,23813913,,
YWHAE,Support,27506983,,
YWHAG,Support,23756441,Williams-Beuren syndrome,
YWHAG,Primary,25363760,ASD,
YWHAG,Support,26297819,,
YWHAG,Support,27288018,,
YWHAG,Support,28777935,Early infantile epileptic encephalopathy-56 (EIEE5,
YWHAG,Recent recommendation,31926053,Early infantile epileptic encephalopathy-56 (EIEE5,
YWHAG,Support,33619735,"DD, ID, epilepsy/seizures",
YWHAG,Support,34580403,"ADHD, DD, ID, epilepsy/seizures",
YWHAG,Support,34615535,ASD,
YWHAG,Support,37541188,ID,
YWHAG,Support,37645600,"ID, epilepsy/seizures",
YWHAG,Support,38008000,"ADHD, ID, epilepsy/seizures",
YWHAG,Support,38041506,"Developmental and epileptic encephalopathy 56, DD",
YWHAZ,Positive Association,15363479,Schizophrenia,
YWHAZ,Support,15726117,Schizophrenia,
YWHAZ,Positive Association,21195589,Schizophrenia,
YWHAZ,Support,22124272,,
YWHAZ,Primary,23999528,ASD,
YWHAZ,Support,24463507,Schizophrenia,
YWHAZ,Support,26207352,,
YWHAZ,Support,26402605,ASD,
YWHAZ,Support,28263302,ASD,
YWHAZ,Support,28965761,ASD,
YWHAZ,Support,31024343,DD,"ASD or autistic behavior, ID, epilepsy/seizures"
YWHAZ,Support,31981491,ASD,
YWHAZ,Support,32545830,"ASD, SCZ",
YWHAZ,Support,35501409,,
YWHAZ,Support,35982159,ASD,
YWHAZ,Support,37506195,ASD,
YY1,Support,20504995,,
YY1,Support,23000143,,
YY1,Primary,28575647,ID,ASD
YY1,Support,30675382,ASD,
YY1,Support,31838722,ASD,
YY1,Support,35027293,"Gabriele-de Vries syndrome, DD, ID","ASD, ADHD, stereotypy"
YY1,Support,35982159,ASD,
YY1,Support,36943625,"ADHD, ID",
YY1,Support,36980980,"DD, ID",
ZBTB16,Primary,22843504,ASD,
ZBTB16,Support,30736458,ASD,
ZBTB16,Support,33895774,ASD,
ZBTB18,Support,25363760,ASD,
ZBTB18,Support,26740508,Autosomal dominant intellectual developmental diso,Stereotypy
ZBTB18,Support,27598823,Autosomal dominant intellectual developmental diso,"ADHD, ID, epilepsy/seizures, stereotypy"
ZBTB18,Support,28283832,Autosomal dominant intellectual developmental diso,"Epilepsy/seizures, stereotypy"
ZBTB18,Support,31238879,"DD, ID",Stereotypy
ZBTB18,Primary,31452935,ASD,
ZBTB18,Support,33004838,DD,ASD
ZBTB18,Support,35982159,ASD,
ZBTB18,Support,36368308,ASD,
ZBTB18,Support,36702863,ASD,
ZBTB18,Support,36980980,"DD, ID","Autistic features, stereotypy"
ZBTB18,Support,37463579,"ASD, DD, ID",
ZBTB18,Support,38056433,"ADHD, DD",Epilepsy/seizures
ZBTB20,Support,17301088,,
ZBTB20,Support,19955470,,
ZBTB20,Support,20308569,,
ZBTB20,Support,22180640,3q13.31 microdeletion syndrome,"DD, ASD"
ZBTB20,Support,22777671,,
